id_departamento;id_cargo;id_loja;id_contato;id_endereco;nome;sobrenome;dt_nascimento;genero;cpf;salario;dt_admissao;dt_demissao
3;2;52;488491;360830;Igor;Rocha;02/01/1970;F;024.851.637-07;13718.9;05/01/2021;
2;1;34;551037;554910;Fernanda;da Mota;17/11/1963;F;928.037.514-88;9743.86;10/06/2016;
1;3;23;868022;822911;Luiza;Borges;24/12/2005;M;016.875.349-93;8487.23;20/08/2022;
3;5;36;524005;515281;Valentim;Rios;23/12/1986;F;869.147.230-87;8437.58;31/01/2018;
6;6;61;538817;165426;Catarina;Vargas;24/03/1983;F;732.156.084-80;2907.55;04/06/2018;
6;8;5;68322;674528;Bento;Novais;21/08/1977;M;946.130.852-33;5875.29;21/09/2018;
6;5;13;918648;180142;Valentim;Campos;07/07/1979;M;903.814.627-22;13545.53;04/04/2020;
7;2;16;681119;999606;Maria Eduarda;Carvalho;21/07/1975;F;846.913.752-28;11380.46;17/06/2022;
3;1;43;978364;768623;Mariana;Mendes;10/10/1972;M;437.695.218-46;14275.9;01/02/2018;
1;6;45;82834;617171;Rael;Melo;24/02/1971;M;308.246.719-96;3038.91;27/08/2016;
9;8;3;13503;552331;Luiz Miguel;Campos;11/07/1982;M;593.614.702-99;4573.01;10/01/2017;
1;4;32;314264;101136;Davi Lucas;da Luz;08/09/1972;F;608.273.415-71;4624.93;16/02/2022;
1;7;35;690495;911009;Cauê;da Luz;26/06/1962;F;872.136.950-02;3329.65;25/06/2019;
10;9;19;864279;544590;Eloah;Sampaio;01/11/1975;M;097.625.438-74;2631.6;16/07/2024;
8;2;64;372985;241436;Alice;Gomes;20/03/1992;F;135.874.926-46;15098.52;01/06/2017;
9;1;2;938396;19439;Oliver;da Conceição;11/03/1976;M;498.235.671-82;8510.21;22/04/2020;
8;3;10;656425;921686;Fernando;Barbosa;20/09/2000;F;806.172.345-07;6818.02;20/09/2016;
1;1;4;81209;240905;Maria Eduarda;Alves;26/02/1999;M;976.203.184-96;19760.02;24/07/2016;
2;6;15;291799;348980;Asafe;Abreu;05/12/1971;F;234.679.580-10;14062.6;03/04/2022;
10;6;16;526491;343579;Luigi;Mendes;16/01/1997;F;865.794.012-49;3097.04;04/05/2017;
3;5;55;329483;996834;Bryan;Pereira;31/01/1986;M;819.546.072-02;9280.7;10/03/2023;
8;7;42;160157;795249;Leandro;Pacheco;24/07/1998;F;679.084.512-76;10884.89;14/01/2019;
7;4;45;717958;177470;José Miguel;Fernandes;07/10/1985;F;138.096.257-95;16240.71;19/04/2019;
9;8;15;604954;325087;Rael;Santos;14/02/2004;M;092.531.846-98;19316.86;24/01/2017;
6;4;11;13958;249141;Ana Liz;Rios;17/12/1959;M;957.416.283-46;14708.37;21/02/2020;
9;2;8;10862;771124;Thiago;Nascimento;11/07/1995;F;461.975.803-57;10194.39;24/06/2023;
3;3;55;520994;777953;João Felipe;da Luz;03/01/1991;M;346.910.258-98;12331.28;06/04/2016;
5;4;36;540381;59702;Matheus;da Costa;03/05/1982;M;758.469.102-11;15194.48;12/05/2023;
8;3;44;166407;660263;Benjamin;Nogueira;18/07/1960;M;437.258.960-38;3827.41;28/05/2019;
1;5;41;802882;641739;Aurora;da Rocha;13/11/1971;F;713.269.485-55;5544.81;21/10/2020;
10;2;60;132144;332654;Arthur Gabriel;Cavalcante;19/07/1999;M;649.582.073-92;14473.32;24/04/2019;
7;2;13;167685;812707;Marcos Vinicius;Souza;24/11/1974;M;106.725.893-03;11004.35;09/01/2015;
9;2;59;727661;258721;Ravi;Peixoto;28/12/1975;M;041.892.673-50;4870.92;17/09/2020;
6;4;11;766527;988540;Maria Flor;Sampaio;01/04/1993;M;149.368.057-93;7413.53;12/06/2018;
5;5;34;520204;481488;Isabelly;Pastor;25/11/1991;F;387.604.521-53;8660.0;13/01/2020;
9;2;48;246316;56996;João Lucas;Martins;19/05/1980;M;025.183.947-88;3180.3;19/06/2020;
6;8;6;638850;401334;Aurora;Jesus;15/12/1993;F;812.649.370-40;19870.12;20/06/2020;
1;7;12;475056;865504;Milena;Casa Grande;28/06/1962;M;362.071.854-71;7094.11;13/03/2020;
9;8;54;386321;36858;Antonella;Monteiro;17/10/2000;F;124.068.739-78;19636.65;20/11/2022;
5;9;31;176466;647239;Cauê;Ferreira;02/09/2006;F;021.593.678-77;9328.88;29/08/2024;20/10/2024
2;5;18;291400;233249;Maria Cecília;Rocha;09/09/1993;F;651.842.973-91;8277.3;06/04/2020;
8;8;31;259966;523541;Gabriela;Cavalcante;11/07/1989;M;726.931.480-22;9354.45;15/08/2019;
6;3;49;931187;721272;André;Nunes;13/03/1989;M;013.247.659-25;6622.47;30/12/2023;
10;5;8;171404;356794;Isabelly;Pacheco;19/02/1982;M;631.257.498-91;9844.17;27/07/2023;
5;2;21;308629;351853;Ana Cecília;Sousa;07/07/1991;M;897.340.621-31;1653.51;19/06/2019;30/04/2022
8;6;41;55771;665297;Cecília;das Neves;31/05/1986;F;756.820.493-65;18622.28;02/06/2015;
2;2;27;755164;300077;Paulo;Rocha;24/05/1967;F;719.648.032-50;2428.06;27/02/2018;
9;1;9;775456;749735;João Lucas;Teixeira;20/05/2004;F;809.217.364-87;5931.36;08/11/2017;
3;6;7;540874;578010;Davi Miguel;da Luz;31/05/1976;M;753.826.109-59;15795.62;02/03/2020;
2;6;11;464780;551961;Marina;Sales;04/05/1992;M;053.172.489-14;14564.91;08/10/2019;
4;6;31;772793;256935;João;Rocha;20/04/2006;F;619.328.047-22;18561.23;05/06/2016;
5;2;27;886258;342219;Luiza;Novais;30/12/1970;F;762.413.859-09;17125.71;23/10/2016;
9;4;25;949386;654862;Emanuella;Correia;21/07/1974;M;192.548.730-04;9580.54;08/04/2021;
7;5;12;253935;503726;Igor;Ramos;20/05/1965;M;674.528.391-37;6457.03;30/06/2017;
3;6;3;160936;686023;Miguel;da Costa;04/05/1963;F;157.608.234-26;7283.34;14/04/2015;
8;7;47;501503;53167;Eduardo;Duarte;06/10/1987;F;120.796.438-78;15481.36;13/11/2019;
4;1;15;37385;320827;Arthur Miguel;Correia;05/01/1964;M;854.273.019-41;7067.71;03/04/2019;
9;3;35;579846;505682;Ravi Lucca;Lima;07/01/1975;F;204.513.798-88;5509.36;06/07/2015;
1;3;46;502350;873240;Alexandre;Vasconcelos;23/09/1975;M;548.029.176-94;19572.21;25/11/2019;
1;7;11;715579;584869;Bento;Porto;25/05/1978;M;897.306.145-39;7594.39;07/01/2020;
6;3;13;139460;682859;Davi Miguel;Moreira;27/10/1969;M;526.094.817-30;9036.14;22/10/2023;
9;4;32;817553;674097;Arthur Miguel;da Costa;13/01/1959;M;670.431.258-71;4262.84;28/03/2018;
4;5;29;25343;884322;João Gabriel;Campos;16/08/1999;F;947.625.803-92;8087.14;08/03/2017;
10;4;61;346321;522612;Rodrigo;Cassiano;04/07/1980;M;713.259.804-04;3191.73;01/06/2018;
5;9;48;817869;594520;Luna;Siqueira;15/01/1987;M;047.921.385-23;9972.1;08/03/2024;
3;1;65;553884;809765;Marcela;Sampaio;14/11/2003;F;816.723.594-73;4776.85;07/03/2021;
8;7;56;73422;907254;Maria Liz;Fogaça;22/03/1994;M;258.790.643-10;7163.3;16/03/2017;
4;5;43;966132;165861;João Miguel;Marques;23/07/1979;M;375.168.490-57;12833.98;19/03/2021;
8;4;1;745828;257410;Bernardo;Oliveira;10/06/1973;M;490.512.387-97;9454.44;28/01/2017;
6;1;15;559148;283667;Jade;Rios;17/10/1989;F;836.472.015-53;19552.59;25/09/2018;
8;5;24;751176;933738;Maitê;Ramos;03/06/1983;F;125.943.706-06;8494.83;28/10/2019;
1;5;11;736598;987473;Ana;Montenegro;14/07/1994;M;803.491.562-98;12283.72;07/12/2018;
10;8;66;904912;692847;Camila;Borges;10/09/1970;M;820.137.495-97;13860.72;17/05/2023;
8;4;63;762322;634153;Laura;Vasconcelos;21/05/1959;M;281.976.350-21;2568.38;25/11/2023;
1;4;38;790798;440803;Daniel;das Neves;29/01/1962;F;432.069.581-05;2397.56;12/02/2019;
5;3;51;137899;382043;Sofia;Moraes;17/12/1982;M;893.451.260-15;15754.05;06/09/2020;
10;6;14;705192;763692;Raquel;Araújo;29/03/1985;M;398.165.027-12;2910.01;05/09/2018;
4;4;20;823871;456301;Danilo;Lopes;02/10/1985;M;576.910.428-76;2169.35;08/04/2015;
8;2;38;442437;948753;Lucca;Ramos;06/11/1976;M;328.950.471-97;9035.97;02/12/2017;
3;4;7;920859;342477;Guilherme;Pereira;17/10/1970;M;034.759.268-65;8369.71;12/06/2023;
4;6;58;514421;345039;Arthur;Pires;23/12/1968;M;815.629.034-89;4195.74;03/06/2018;
9;6;5;526783;919089;Júlia;Pacheco;25/03/1971;F;785.419.236-73;17925.15;20/09/2024;
8;9;42;802481;979204;André;Teixeira;28/12/1973;F;798.560.134-10;13631.78;15/11/2016;
2;6;34;955625;477658;Ana Júlia;Silva;26/04/2000;M;603.812.579-59;17599.49;01/11/2019;
3;1;3;725172;705934;Liam;Leão;22/04/2001;F;321.857.649-00;9972.31;21/12/2020;
5;3;43;598414;596253;Cauã;Porto;26/07/2006;M;965.147.023-25;19545.93;08/09/2020;
2;6;28;203090;814052;Ana Laura;Abreu;24/08/1960;F;381.752.469-28;4955.82;03/04/2024;
6;3;48;612666;156799;Luara;Mendes;08/01/1988;F;837.945.621-19;12525.58;09/06/2024;
3;5;46;481344;298970;Rhavi;Moreira;31/05/1980;F;798.105.246-76;16947.11;20/02/2015;
3;7;34;793246;948398;Levi;da Costa;02/06/1964;F;846.019.723-96;18687.46;07/07/2021;
9;3;59;853997;719680;Milena;da Rocha;31/05/1977;M;792.364.180-31;8720.78;17/12/2019;
4;6;23;497916;759615;Luiz Miguel;Câmara;08/12/1998;M;789.450.362-29;1788.47;30/10/2023;
1;9;29;430655;576627;Ana Clara;Melo;01/08/1972;M;120.458.397-88;1791.51;25/06/2016;
4;4;51;758911;64825;Maria Clara;Pacheco;03/08/1975;F;124.570.693-43;10271.02;31/10/2016;
1;2;65;520974;599787;Ryan;Cavalcante;24/06/1984;M;936.824.071-03;4611.1;08/05/2022;
8;5;5;871588;41659;Dante;Martins;21/06/1996;F;697.048.153-01;14862.5;02/03/2018;
5;7;20;488893;258425;Caio;Albuquerque;10/11/2003;F;178.935.640-75;6042.03;10/09/2016;
9;7;55;400833;179648;Matheus;da Rocha;23/01/2003;M;928.506.741-76;3112.85;25/08/2018;
9;4;28;653844;557702;Olivia;Fernandes;18/01/1990;F;973.140.865-75;3648.21;22/11/2017;
10;3;44;412678;69916;Marina;Araújo;21/11/1998;F;138.459.762-09;16662.17;07/09/2024;
2;2;13;432808;828367;Ana Laura;Nogueira;07/01/1977;M;710.543.628-07;15785.66;06/02/2016;
5;6;65;348990;413459;Manuela;Barros;30/08/1992;F;610.725.394-70;4233.91;21/10/2023;
3;1;64;761143;374540;Yasmin;Novaes;27/01/1961;F;456.971.380-75;19231.75;11/07/2021;
3;7;61;234854;327866;Ana Vitória;Vasconcelos;13/08/1962;M;486.579.130-20;16090.44;13/11/2021;
3;9;3;359703;51881;Ana Beatriz;Martins;12/10/1995;F;581.409.267-01;11479.56;25/11/2018;
10;9;6;730572;801015;Sabrina;da Paz;29/06/1968;F;490.638.751-93;15996.36;22/05/2018;
3;8;33;340693;898966;Leonardo;Campos;25/02/1959;F;926.071.853-86;5594.36;14/01/2024;
3;2;2;815943;526732;Ana Luiza;Barros;17/11/1993;M;840.972.315-88;8182.51;07/04/2018;
9;3;8;289211;38547;Bento;Cavalcante;15/11/1994;F;816.259.047-11;18672.48;25/10/2024;
7;6;10;496020;753997;Emanuel;Nascimento;09/08/1976;M;275.309.861-12;9460.82;04/06/2022;
5;7;63;498821;610788;Olívia;Freitas;22/06/1980;F;390.678.415-01;16116.99;14/09/2023;
7;8;42;838514;773929;Leandro;Sampaio;10/06/1981;F;789.143.065-93;1589.15;13/07/2023;
9;9;1;466168;354695;Luísa;Nogueira;11/02/1969;F;198.507.643-84;6631.28;22/04/2022;
10;6;57;107172;675458;Gabrielly;Silveira;13/02/1988;F;725.138.649-64;18424.11;08/04/2016;
7;3;29;42666;476008;Leonardo;Martins;25/09/1997;F;619.240.875-02;5960.61;01/11/2016;
7;4;55;545508;170405;Isaque;Araújo;30/03/1987;F;387.954.602-92;16684.67;02/09/2015;
4;2;8;893693;709681;Felipe;Machado;27/06/1967;F;892.546.703-83;5045.19;10/09/2016;
8;7;54;50753;775728;Sarah;Machado;12/10/2005;M;395.240.176-52;2662.54;19/05/2020;
1;3;46;475140;574295;Vinicius;Azevedo;05/01/1967;F;085.196.374-93;1647.68;18/05/2015;
4;3;32;278694;962116;Heitor;Araújo;03/10/1973;F;954.261.708-94;16644.93;17/08/2020;
10;3;13;104922;691908;Vicente;da Mata;29/04/2002;M;936.052.814-51;17267.62;26/08/2016;
5;4;53;281030;713473;Laís;Martins;04/12/1984;F;574.096.213-70;14086.89;12/07/2017;
5;5;35;265645;221474;Ana Vitória;Pimenta;23/02/1976;M;250.839.461-06;12411.73;04/10/2017;
2;1;28;924639;614574;José Miguel;Cassiano;03/04/1966;F;612.794.350-70;13330.89;14/03/2024;
8;1;42;628397;809492;Luiz Gustavo;Sampaio;22/12/2003;F;462.593.018-98;13745.52;02/09/2022;
4;5;3;959047;169854;Ian;Sales;16/02/1967;F;917.586.023-68;4116.31;27/08/2017;
4;4;16;875896;941289;Davi;Azevedo;15/02/2003;M;397.102.684-22;9272.36;20/04/2020;
1;2;38;202118;978256;Gabrielly;Aragão;27/12/1977;M;879.164.302-31;18876.62;14/06/2017;
6;9;10;400540;309714;Gael Henrique;Gomes;10/04/1991;M;489.123.506-33;17102.44;24/01/2021;
8;2;37;969760;124039;Luan;Montenegro;02/06/1967;M;573.824.106-17;17802.14;22/12/2021;
10;1;12;469956;256209;Maysa;Ramos;16/08/1988;F;205.761.398-40;17782.71;23/04/2017;26/03/2019
2;3;31;119793;453184;Isabelly;Vasconcelos;12/11/1990;F;908.547.216-49;13725.09;08/05/2016;
2;7;16;304814;273252;Bella;Leão;07/12/1995;M;408.271.639-40;4994.01;28/10/2020;
10;6;19;463926;283451;Aylla;Cavalcante;07/09/1973;F;256.340.978-00;3776.24;13/07/2018;
5;2;51;916589;286332;Antony;Siqueira;21/01/2002;M;639.275.408-38;11022.47;10/08/2021;
1;7;16;768640;813973;Manuela;Pastor;16/05/1964;F;513.274.098-79;19448.63;17/02/2024;
5;1;22;75563;728461;Maria Eduarda;Teixeira;30/09/2006;F;267.981.350-21;2538.3;07/06/2019;
1;2;10;727865;873478;Cecilia;Nascimento;19/02/1971;M;179.238.564-19;7770.55;25/02/2018;
1;1;46;422254;855732;Juliana;Leão;14/12/1978;F;675.180.294-30;6698.47;20/01/2024;
8;6;45;7757;947564;Benicio;Ferreira;06/10/1974;F;781.039.246-87;18269.14;14/04/2017;
1;2;2;436591;946282;Marcos Vinicius;Ferreira;26/02/1976;M;592.318.760-40;18293.47;18/07/2017;
3;3;13;465936;460392;Alícia;Castro;06/11/1979;M;514.027.963-07;11105.38;20/05/2019;
10;6;35;951607;274195;Kamilly;Dias;01/07/1967;F;739.016.258-95;11367.04;11/05/2020;
6;9;34;499997;343187;Gael Henrique;Camargo;05/03/1982;F;391.450.267-34;18832.58;11/04/2015;
6;9;15;385737;460439;Gabriel;Rodrigues;22/08/1985;M;517.482.396-19;11380.34;25/06/2015;
3;7;56;985508;528590;Luísa;da Costa;29/07/1978;M;378.251.064-07;5701.78;11/08/2019;
9;5;61;595086;486190;Antony;Novaes;16/06/1971;F;920.417.563-06;3384.45;02/04/2017;
8;2;50;930418;542092;Thiago;Pereira;30/07/2001;F;960.782.415-67;5364.94;06/11/2023;
2;1;30;42799;351222;Davi Lucca;da Cunha;03/09/1992;M;729.540.831-23;11151.39;30/12/2017;
6;7;52;756471;692235;Lunna;Pinto;22/03/2004;M;584.390.762-74;12044.93;07/09/2022;
1;6;55;978085;2666;Nathan;Casa Grande;22/08/1962;F;045.963.812-24;18451.99;11/07/2019;
1;7;20;998111;177945;Luna;das Neves;03/10/2004;M;187.625.403-35;15020.94;16/03/2015;
2;2;63;48889;334697;Luana;Macedo;08/06/1960;F;027.453.186-08;12473.74;26/09/2021;
7;3;7;22767;687128;Laura;Monteiro;23/05/2001;M;214.568.970-20;9036.97;27/09/2023;
5;4;19;650760;224171;Vitor Hugo;Costela;21/12/1977;F;736.259.814-91;3777.09;25/01/2017;
10;9;36;311395;873034;Nina;Lima;04/12/1990;F;106.283.457-71;17348.15;18/07/2018;
4;6;22;845490;230277;Pedro Henrique;da Paz;16/09/1975;M;692.853.174-64;5946.2;29/06/2015;
3;6;30;646104;571028;Enzo;Aragão;04/12/1983;M;271.560.938-86;10821.97;31/12/2018;
8;3;58;392207;931818;Carolina;Vargas;03/05/1996;M;561.392.847-91;8051.83;31/05/2015;
10;2;15;381062;825891;Breno;Abreu;29/06/1998;F;623.948.057-65;16525.06;12/01/2021;
4;6;17;406072;201198;Daniel;Sampaio;24/09/2004;M;960.285.314-05;18937.79;05/01/2021;
6;1;6;195676;989650;Caleb;da Rocha;13/03/2006;F;812.493.756-73;4966.08;14/07/2020;
1;4;7;465774;181081;Isabella;Montenegro;19/05/1976;M;031.792.684-50;18307.27;09/05/2015;
6;1;28;571391;609963;Alana;da Rosa;04/12/2000;M;931.627.504-07;15280.09;16/08/2020;
5;1;6;502550;788054;Manuella;da Rosa;10/06/2001;F;409.128.673-96;5961.71;08/02/2023;
6;1;24;525752;707928;Eloah;Souza;15/10/1971;F;326.195.087-03;1567.6;01/11/2023;
4;3;58;21489;627337;Ravi Lucca;da Conceição;30/06/1986;M;038.971.652-95;14706.13;11/07/2015;
3;7;41;628947;485950;Maya;Lima;18/05/1999;M;365.749.180-57;8891.48;17/10/2021;
3;6;25;472970;584993;Theo;Freitas;20/07/1968;M;805.639.172-02;7366.42;07/11/2024;15/11/2024
9;4;17;63411;403705;Mariana;Ribeiro;27/08/1991;F;594.127.083-60;19311.69;03/10/2022;
6;8;18;879511;669882;Rebeca;Lima;04/06/1981;M;617.492.350-99;14821.42;25/09/2018;
9;5;16;485768;588597;Luigi;Guerra;01/12/1989;F;216.579.843-46;11479.93;08/08/2018;
5;6;41;223362;330708;Nicole;Cardoso;22/02/1971;M;580.342.167-71;10567.99;25/01/2022;
6;9;14;835167;217908;Isabel;Borges;12/01/1971;M;507.612.439-25;7511.97;29/05/2021;
10;8;15;347387;789387;Laura;Alves;29/01/1990;M;785.431.029-79;1903.97;24/06/2016;
7;7;65;928248;118901;Rael;Rios;10/03/1971;M;946.583.702-47;16729.63;27/08/2019;
2;3;52;76177;619014;Leonardo;da Mota;15/08/1978;M;457.982.063-00;8493.66;15/07/2017;
4;2;25;48070;384666;Ísis;Rios;29/05/2006;M;537.689.140-20;2701.52;06/07/2020;
2;2;61;647908;885138;Rael;Moraes;15/02/1990;F;620.384.197-87;19729.23;02/10/2017;
8;9;6;335792;52330;Emanuel;Sá;19/04/1981;M;459.706.312-99;17337.96;07/08/2018;
1;8;49;803346;758586;Maria Sophia;Brito;25/05/1993;F;387.024.615-44;10682.63;20/07/2015;
5;1;44;755433;597805;André;Macedo;03/07/1996;F;589.671.324-09;9764.67;21/07/2017;
4;8;35;965109;890704;Dom;Almeida;13/10/1983;F;129.875.304-04;2176.64;07/08/2023;
9;3;17;802881;905715;Raquel;Melo;17/02/1980;M;253.716.908-59;2997.61;22/03/2021;
9;4;34;686840;584988;Vinícius;Oliveira;06/04/1997;M;768.903.542-65;19191.58;04/07/2021;
2;4;41;820998;89077;Pedro Miguel;Melo;15/02/1979;F;975.620.314-52;8894.41;13/04/2023;
7;8;34;298662;379576;Allana;Pires;04/05/1996;M;783.416.059-10;1940.73;08/07/2016;
1;1;1;76582;722157;Brenda;Borges;05/01/1993;M;479.026.381-96;15581.35;12/05/2023;
3;3;13;571107;748227;Maria Cecília;Pinto;14/09/1978;F;351.209.467-80;17586.33;04/02/2017;
4;5;12;823132;89274;Daniela;Vasconcelos;16/11/1973;M;926.715.038-30;10865.52;20/11/2020;
2;9;31;969781;442469;Arthur;Moraes;10/06/1992;F;109.582.643-33;7884.41;06/03/2024;30/05/2024
9;8;18;244857;560540;Joana;Gomes;19/02/1959;F;017.582.693-59;7838.08;10/02/2017;
1;1;35;699883;913168;Larissa;Moura;21/02/1965;F;209.164.785-30;10743.34;10/02/2021;
8;6;14;875033;216371;Leandro;Campos;08/06/2001;M;917.286.305-68;2818.54;06/02/2023;
6;6;16;406511;966150;Benjamin;Campos;19/09/1963;M;769.012.345-70;15360.08;21/03/2023;
1;7;28;4534;644636;João Vitor;Silveira;10/06/1966;M;291.046.837-22;19956.39;28/02/2017;
7;7;64;187447;474390;Enzo Gabriel;Vargas;17/11/1971;M;541.680.273-17;19112.42;26/10/2022;
2;3;66;867045;458175;Isaac;Sá;09/02/1974;F;283.049.765-10;3789.53;23/12/2022;
8;8;53;670303;662791;Isabel;Moraes;13/09/1997;M;637.120.984-13;18243.61;14/03/2024;
7;3;36;943068;192406;Bianca;Andrade;13/09/1986;M;172.906.385-30;8747.39;10/10/2018;
4;3;35;622799;618172;Maria Júlia;da Cunha;05/11/1972;F;527.634.801-44;6888.4;27/11/2019;
3;8;23;640383;247334;Ravi;Araújo;23/02/1983;M;246.175.089-02;14779.84;30/03/2021;
9;3;47;51490;408330;Maria Luiza;Viana;24/03/1977;F;753.062.418-08;7136.92;29/03/2016;
3;5;25;417957;92607;Cecilia;Vargas;05/03/2004;F;514.873.906-10;8450.33;09/10/2017;
1;2;12;591616;368859;Maria Eduarda;Jesus;01/08/2004;F;657.809.143-20;2481.44;18/11/2021;
9;4;4;532547;911733;Antony;Monteiro;13/08/1993;M;672.051.389-30;16723.67;01/12/2021;06/02/2023
10;4;27;49680;445254;João Vitor;Guerra;08/07/1982;F;786.015.249-58;12147.23;10/04/2020;
1;3;29;705323;125262;Vicente;Lopes;28/08/1993;F;918.564.203-70;5984.82;11/01/2021;
9;2;44;23897;995150;Erick;Aparecida;21/06/1995;M;539.167.802-12;3598.52;22/02/2015;
7;9;64;808252;560714;Hadassa;Jesus;10/12/1971;M;690.783.214-31;12480.73;19/10/2017;
10;5;12;648248;257311;Caroline;Vargas;12/06/1993;M;920.438.156-60;11099.81;24/08/2022;
3;4;17;235754;881372;Pedro Lucas;da Cruz;02/03/1991;F;643.527.908-00;7136.62;10/11/2024;
2;9;15;406334;6714;João Guilherme;Sales;05/10/1968;M;954.180.372-50;7928.22;26/11/2020;
7;3;5;197616;280978;João Pedro;Siqueira;03/01/1993;F;584.976.102-02;15102.1;06/05/2018;
4;6;52;777066;692731;Bruno;Lima;20/04/1960;F;210.976.843-69;12397.76;30/06/2020;29/05/2021
8;1;24;237462;863472;José Miguel;da Costa;17/02/2004;F;153.498.602-24;15648.45;28/02/2024;22/06/2024
3;6;47;588741;781239;João;Fonseca;01/06/1987;F;910.725.463-61;4840.63;12/12/2017;
8;5;8;558205;181029;Elisa;Santos;29/05/1993;F;850.169.347-20;4842.68;15/12/2023;
9;6;15;517553;859330;Maria Luiza;Lopes;14/05/1975;M;038.572.196-02;13571.43;23/08/2017;
10;5;8;867650;199584;Yago;Barbosa;04/01/1985;F;516.278.490-76;10759.65;11/06/2024;
5;7;56;425451;766277;Anthony Gabriel;Almeida;16/04/1999;M;413.682.570-62;17180.05;14/01/2018;
10;3;33;106147;525807;Evelyn;Rocha;24/01/1992;M;638.027.519-30;10561.17;20/04/2022;
2;5;39;137522;318261;Ana Vitória;da Conceição;24/03/1998;M;572.016.983-03;2597.16;27/03/2016;
2;3;18;956082;246652;Eloá;das Neves;09/10/1975;F;472.569.038-47;16630.15;31/05/2016;
3;6;55;32037;346938;Fernando;da Rocha;02/01/1977;F;601.879.234-69;15131.28;10/03/2019;
4;9;51;522254;178513;Benjamim;Almeida;12/10/1979;M;908.542.176-49;1702.85;26/08/2020;
9;4;47;63319;261565;Kevin;Cunha;04/02/1960;F;046.372.198-50;15863.39;24/10/2015;
4;4;39;386656;325543;Rael;Sá;09/12/1989;F;792.305.814-88;18003.99;19/07/2019;
1;1;39;537701;774689;Maria Clara;da Rosa;15/07/1997;M;912.765.480-01;13956.46;25/04/2017;
1;3;15;679657;566344;Mariana;Casa Grande;22/03/1976;M;625.709.413-52;4572.23;12/12/2014;
10;2;3;439112;618374;Enzo;Pires;20/06/1983;F;967.124.385-19;16750.51;27/09/2015;
3;2;13;923581;516315;Theo;Aragão;10/01/1968;M;538.962.470-00;15047.84;17/11/2020;16/05/2021
1;6;28;779886;496399;Sofia;Marques;25/09/1981;M;846.951.720-11;15231.96;10/11/2024;
1;8;43;585796;923408;Maria Eduarda;Farias;02/12/1982;M;472.315.968-19;9383.7;22/07/2023;
5;2;38;404440;453548;Aylla;Borges;06/07/1967;F;052.173.964-07;14850.4;21/12/2023;
7;1;7;870144;108640;Bernardo;Cassiano;09/04/1962;M;150.863.274-07;9578.36;03/08/2017;
10;8;8;906661;942327;Luiz Miguel;Montenegro;10/03/2006;M;246.308.957-10;17230.44;15/04/2020;
6;1;30;413032;262724;Clarice;Moura;29/06/1984;M;978.413.025-41;17947.58;27/02/2023;
9;1;56;595212;4037;Maria Vitória;Rios;30/05/1992;M;143.567.982-28;2492.16;23/07/2016;
7;7;1;985529;459860;Elisa;Rodrigues;21/06/1988;F;016.283.479-96;8763.19;11/08/2015;
6;5;8;742416;165476;Luiza;Sampaio;19/04/2005;F;163.478.902-40;6600.47;04/01/2023;
9;4;65;524080;278719;João Gabriel;Moraes;03/09/1979;M;467.580.213-35;3648.07;13/05/2023;
4;1;38;108949;867842;Caleb;Camargo;24/08/1962;F;165.738.249-46;2519.6;15/09/2024;
8;5;10;247960;30587;Asafe;Sá;25/10/1985;M;968.530.721-03;4660.2;14/11/2018;
10;7;34;179609;509929;Mariane;Caldeira;21/07/1977;F;725.083.691-95;8519.31;17/11/2023;
1;9;53;47724;291656;Rodrigo;Ferreira;02/02/1960;F;798.563.120-86;1617.58;04/10/2018;
3;1;17;374598;307947;Ravi;Martins;28/04/1996;F;843.079.652-56;16348.4;27/04/2019;
7;5;16;779560;366761;Lucca;Moura;29/01/1982;M;476.102.359-70;10827.61;24/07/2021;
10;8;33;177759;138125;Vinícius;Viana;25/02/1978;M;460.938.217-22;8861.19;17/04/2023;
10;7;18;182730;656638;Davi Lucas;Farias;02/01/1983;M;603.587.491-66;7428.51;23/07/2017;
2;4;36;731628;165927;Aurora;Barros;14/08/1988;M;527.804.961-85;2518.02;11/04/2015;
9;6;2;778394;762482;Camila;Cardoso;07/10/1978;F;764.523.981-64;15806.23;01/11/2016;
4;2;12;806290;9477;Ágatha;Nogueira;03/04/1972;F;326.947.805-47;9730.67;11/12/2015;
4;8;52;346522;399506;Isadora;Peixoto;20/01/1991;M;859.417.063-75;17205.48;04/11/2020;
9;1;44;401741;867751;Milena;Nascimento;12/03/1974;F;349.861.520-33;12145.82;21/02/2022;
6;9;11;679446;113130;Mariah;Mendes;09/05/2005;F;124.867.309-31;17463.55;17/07/2020;
1;1;47;412283;152312;Diego;Farias;03/08/1999;M;842.753.096-00;2900.69;21/06/2023;
9;4;53;558373;842096;Luan;Duarte;06/09/1994;M;794.385.602-38;14272.59;27/07/2017;
8;8;30;408584;508031;Sofia;Novaes;25/10/2004;F;543.097.826-47;6494.42;31/07/2020;
6;1;27;658668;260321;Melina;Gonçalves;23/12/2004;M;869.174.230-50;15486.35;03/11/2015;
7;7;20;492653;191896;Sophia;Costa;17/03/1993;M;370.861.594-84;18290.88;24/12/2022;
5;9;10;385201;31301;Evelyn;da Rosa;23/10/1963;M;643.971.852-55;5504.78;29/11/2015;
