id_departamento;id_cargo;id_contato;id_endereco;nome;sobrenome;dt_nascimento;genero;cpf;salario;dt_admissao;dt_demissao
4;2;806290;9477;Ágatha;Nogueira;1972-04-03;F;326.947.805-47;9730.67;2015-12-11;
4;8;346522;399506;Isadora;Peixoto;1991-01-20;M;859.417.063-75;17205.48;2020-11-04;
9;1;401741;867751;Milena;Nascimento;1974-03-12;F;349.861.520-33;12145.82;2022-02-21;
6;9;679446;113130;Mariah;Mendes;2005-05-09;F;124.867.309-31;17463.55;2020-07-17;
1;1;412283;152312;Diego;Farias;1999-08-03;M;842.753.096-00;2900.69;2023-06-21;
9;4;558373;842096;Luan;Duarte;1994-09-06;M;794.385.602-38;14272.59;2017-07-27;
8;8;408584;508031;Sofia;Novaes;2004-10-25;F;543.097.826-47;6494.42;2020-07-31;
6;1;658668;260321;Melina;Gonçalves;2004-12-23;M;869.174.230-50;15486.35;2015-11-03;
7;7;492653;191896;Sophia;Costa;1993-03-17;M;370.861.594-84;18290.88;2022-12-24;
5;9;385201;31301;Evelyn;da Rosa;1963-10-23;M;643.971.852-55;5504.78;2015-11-29;
6;6;298396;812831;Davi Lucas;Fonseca;1959-06-13;M;264.138.597-09;3316.46;2020-08-12;
4;3;289409;99578;Lavínia;Pereira;1961-06-27;F;127.698.045-02;8328.22;2016-12-26;
10;1;940939;263081;Yuri;Aparecida;1986-12-10;M;402.156.837-90;3453.25;2017-06-08;2020-08-12
6;5;891551;499461;Vitória;Vargas;1978-09-20;F;759.431.628-28;18218.81;2019-07-17;
4;7;653333;210996;Leonardo;Azevedo;1970-08-09;M;842.096.153-15;5919.74;2018-08-05;
10;4;212277;970747;Murilo;Pastor;1974-07-26;M;598.017.624-11;7808.03;2019-03-22;
9;4;42889;426951;Marcelo;Azevedo;1977-12-18;F;409.832.651-51;2174.86;2018-06-04;
2;7;258357;722253;Emilly;Sampaio;1991-08-16;F;841.593.726-19;8855.52;2019-12-18;
5;9;629458;548240;Ana Cecília;Lopes;1978-11-14;F;697.235.840-00;18047.31;2020-08-20;
7;5;747798;727226;Isis;Mendonça;1987-04-17;M;134.592.608-15;1948.33;2022-09-23;
4;1;703994;569013;Dom;Campos;1998-08-29;M;432.107.568-80;15352.9;2018-10-22;
1;1;101649;903518;Isaque;Brito;2006-09-29;F;406.312.759-16;17532.81;2015-12-11;
4;7;528326;721196;Fernando;Mendes;2002-08-17;M;024.698.573-92;6816.98;2016-10-31;
10;5;616860;865816;Ana Vitória;Brito;1983-11-26;M;289.315.740-88;1643.08;2019-12-19;2022-08-16
9;2;870058;909950;Henrique;Albuquerque;1968-03-22;F;257.401.839-79;8818.72;2017-04-06;
8;3;612959;892742;Paulo;Vasconcelos;1984-04-13;M;816.749.520-58;1965.89;2019-10-31;
3;7;651293;463961;Cecilia;Viana;1995-09-26;F;379.124.068-40;11314.89;2024-04-14;
7;3;803070;670115;Yago;Cavalcanti;2001-06-06;M;172.490.586-49;11068.45;2019-09-30;
5;9;294232;782963;Lorenzo;Lima;1996-05-10;F;647.512.893-73;18858.86;2020-09-29;
8;9;903962;479160;Ana Lívia;Andrade;1989-10-05;F;582.417.096-76;6445.06;2024-05-23;
5;1;374057;373499;Calebe;Freitas;1959-03-23;F;369.158.742-91;7270.17;2018-04-12;
4;8;155175;73954;Melina;Duarte;1979-05-28;F;650.498.231-70;10997.39;2016-01-23;
8;1;225637;453309;Thales;da Costa;1979-09-10;F;703.492.156-34;6590.12;2016-09-18;
2;2;364696;979936;Emanuella;Vasconcelos;1982-01-07;F;062.158.397-95;10292.79;2015-07-30;
5;9;207301;807867;Isabela;Pastor;1986-10-27;M;265.981.307-86;5403.31;2020-05-19;
4;1;941582;844689;Ana Luiza;Alves;1987-04-14;M;054.687.931-48;19532.05;2024-03-17;
8;5;679332;505432;Maria Luísa;Correia;1970-11-09;F;476.051.983-10;19169.6;2020-09-22;
7;3;260278;819036;Igor;Santos;1975-01-11;M;984.706.215-30;6728.52;2018-02-20;
3;5;318057;781186;Milena;Caldeira;1971-12-07;F;298.754.016-76;3113.84;2016-08-12;
2;8;181090;533345;Lorena;Pinto;2003-12-19;F;647.193.205-70;2990.15;2023-12-03;
10;6;330210;814018;Maria Liz;Sá;1983-04-28;F;915.870.346-20;11252.7;2024-02-01;
9;9;691552;270879;Catarina;Fonseca;1988-07-16;M;971.406.835-57;7296.5;2014-11-28;
4;9;658339;269818;Josué;da Conceição;1991-02-19;M;891.720.345-05;5678.14;2024-08-01;
5;8;935488;501251;Otto;Rezende;1988-11-18;F;207.418.659-20;19754.02;2019-07-23;
9;4;736326;792750;Helena;Lopes;2002-05-05;M;847.395.126-37;14537.86;2024-08-03;
2;1;585352;862704;Otto;Fonseca;1982-05-16;F;085.629.714-30;12280.0;2023-04-21;
9;8;995094;902349;Ísis;Barbosa;1995-01-03;M;591.420.687-11;12195.66;2023-05-15;
3;8;660887;612598;Isabela;da Paz;1977-01-05;M;026.341.579-16;16329.07;2019-07-23;
10;2;357083;807306;Caio;Novaes;1979-10-27;F;157.429.360-52;16593.25;2020-04-20;
1;5;507664;419132;Gabriela;Sampaio;2005-08-11;F;720.546.893-00;9587.85;2021-05-14;
2;5;648710;978185;João Guilherme;Pires;1962-08-22;F;398.465.721-82;18865.43;2015-11-19;
4;9;9576;234381;Anna Liz;Fogaça;2001-08-25;M;638.097.541-10;5732.8;2016-07-14;
7;1;419582;62149;Ana Lívia;Garcia;1998-08-04;F;968.012.543-24;11851.48;2021-08-10;
3;1;717153;142808;Apollo;Peixoto;1980-11-24;F;795.281.640-30;19317.79;2021-12-07;
2;9;525624;100666;Sarah;Alves;1973-02-23;M;081.459.376-39;5126.78;2024-05-31;
4;3;556431;393713;Nicolas;Rios;1961-01-02;F;286.495.317-09;5856.61;2019-02-05;
6;5;671869;282613;Davi;Marques;1981-04-21;F;612.574.089-76;11632.74;2022-04-10;
6;3;167805;446361;Francisco;Albuquerque;1998-10-16;M;240.938.651-24;17152.42;2017-03-23;
8;2;611684;868261;Vitor Hugo;Novaes;1981-04-03;F;825.706.419-01;7284.02;2019-06-24;
3;5;921207;400507;Augusto;Pimenta;1980-03-09;M;174.259.608-85;3037.64;2024-09-03;
8;2;467895;16653;Mirella;Novais;1994-05-31;F;294.013.865-60;12181.9;2017-09-02;
5;7;134137;531316;Alícia;Machado;1980-02-28;F;873.205.694-00;9131.68;2018-05-28;
3;6;186624;758926;Lara;Porto;1993-06-26;F;095.421.876-02;10381.33;2018-06-12;
2;2;170558;123953;Vinícius;Novais;1984-11-13;M;017.324.968-03;2363.98;2015-07-11;
2;2;127121;529632;Isabelly;Fernandes;1985-12-05;F;042.963.875-29;5367.56;2017-09-12;
6;6;338595;199439;Isis;Souza;1962-05-18;M;427.160.958-76;6995.39;2015-04-26;
10;9;387646;664657;Isaque;Moreira;1959-12-18;M;623.548.179-91;18379.79;2024-11-11;
9;3;671422;346348;Fernando;Duarte;1970-11-09;F;579.631.820-95;11679.89;2021-01-14;
6;7;864125;868944;Anna Liz;Monteiro;1972-07-06;M;408.591.723-41;19472.93;2022-03-02;
9;9;166052;997915;Théo;Freitas;2001-10-18;F;218.937.654-82;17649.8;2024-09-13;
2;5;300695;559494;Gael;Porto;2000-03-18;F;360.518.479-01;11156.71;2017-08-29;
4;4;166303;262027;Maria Helena;Caldeira;1963-01-07;M;612.738.594-64;16597.97;2023-10-31;
2;5;496138;351894;Marcos Vinicius;Fonseca;1967-03-11;M;851.039.624-89;17846.28;2020-01-05;
3;6;184526;172922;Erick;Santos;1992-07-26;M;706.851.432-44;5274.06;2020-04-22;
3;7;741194;870171;Yasmin;da Rocha;1982-01-22;M;392.617.045-06;19167.14;2015-04-25;
8;9;237296;635688;Eduardo;Aparecida;2006-09-03;M;093.628.574-56;15001.12;2018-06-19;
9;7;132494;693906;Sabrina;Farias;1982-06-10;M;502.468.173-80;11824.55;2021-04-23;
9;8;913760;754166;Bruna;Oliveira;1977-09-10;F;032.857.461-90;18362.41;2016-11-11;
3;3;589227;255550;Hadassa;Araújo;1999-08-09;M;950.137.624-99;6546.94;2015-09-18;
6;8;368767;710133;Marcelo;Costa;1998-01-29;F;643.789.251-09;14496.22;2024-10-27;
2;4;94510;68919;Beatriz;Dias;2002-08-27;F;547.680.312-26;12568.37;2018-05-07;
8;6;354467;756862;Ana Sophia;Oliveira;1965-09-19;M;632.790.418-13;16774.32;2024-03-24;
6;3;653733;234357;Ravi;Peixoto;1961-07-28;F;019.834.572-05;17094.0;2021-07-04;
1;3;568026;211787;Stephany;Lima;2006-04-26;M;864.731.250-35;15096.75;2023-04-16;
9;5;185261;311115;Pedro Lucas;Nogueira;1965-08-21;M;413.728.596-91;10971.43;2021-02-15;
10;4;383079;49004;João Vitor;Cavalcante;1986-02-14;F;263.170.895-40;18977.43;2023-05-20;
9;5;186852;435582;Nathan;Nunes;2002-10-28;M;517.826.904-76;17479.23;2017-04-14;
2;2;301392;634957;Heloísa;Almeida;2003-08-28;M;264.358.971-82;15319.49;2019-03-30;
6;1;986646;30746;João Vitor;Santos;2006-06-25;F;235.019.678-02;2460.49;2021-04-11;
9;5;138205;338875;Pedro;Castro;1980-06-01;M;641.385.720-07;16436.25;2021-12-19;
2;4;268313;577456;Benjamim;Araújo;1969-02-23;F;175.609.283-40;5727.34;2024-04-09;
9;3;566845;166151;Maria Fernanda;da Mata;1978-03-21;F;426.379.851-19;13312.47;2016-11-13;
7;2;660450;11206;Maria Júlia;Correia;1993-06-08;M;285.149.630-15;5025.1;2015-03-11;2024-09-07
3;6;527170;650660;Luana;das Neves;1959-01-19;M;856.920.734-47;9392.23;2024-02-04;
4;5;493202;884894;Felipe;Costa;1982-12-26;M;391.450.786-10;10395.55;2024-05-01;
7;7;96511;945046;Luiz Gustavo;Rezende;1960-03-21;M;470.325.961-34;19381.53;2024-03-13;
5;1;18694;854571;Maria Luiza;Almeida;1965-07-01;F;653.791.842-19;4594.1;2016-06-21;
8;6;929065;518672;Cauã;Costela;2006-05-19;F;297.603.185-12;3846.77;2024-01-20;
2;3;706797;904305;Lorenzo;Araújo;2003-05-23;F;065.189.437-93;4299.43;2019-03-20;
8;2;380981;934143;Melina;Aragão;1980-05-25;M;493.861.257-73;9715.2;2023-01-18;
8;8;865328;205558;Lunna;Vargas;1972-10-21;F;428.695.370-00;17374.94;2016-04-29;
3;1;357078;114964;Yuri;Porto;2006-04-15;M;524.687.391-91;6585.56;2016-12-30;
3;1;503813;207979;Kamilly;Silveira;1983-04-30;F;671.825.943-82;18974.13;2018-09-24;
8;5;568948;245143;Mariah;Novais;1963-06-30;F;290.364.185-42;3168.8;2016-12-08;
7;8;552614;794106;Luiz Miguel;Leão;1991-12-25;M;513.729.806-95;11207.65;2020-02-03;
6;2;187304;238157;Oliver;Mendes;1987-10-21;F;291.046.753-80;8199.13;2015-03-15;
10;7;100279;876462;Cauã;Sampaio;1962-09-01;M;384.021.596-05;4930.96;2019-09-05;
9;7;228464;541837;Paulo;Freitas;2005-10-26;M;895.423.761-46;16746.65;2022-06-26;
8;2;975556;503604;Maria Flor;Monteiro;1972-10-04;F;240.573.198-32;7242.13;2022-04-16;
8;5;103095;134938;Otávio;Casa Grande;1979-03-22;M;293.541.806-98;18484.22;2023-06-14;
8;8;302159;811596;Mariah;Vasconcelos;1982-03-26;F;376.849.205-29;1657.7;2024-01-07;
10;7;212588;38956;Marcelo;Cirino;1999-11-27;M;287.509.316-95;11659.54;2021-08-22;
7;4;231292;622580;Mateus;Moura;1992-08-23;M;613.820.947-87;2717.24;2024-05-28;
2;8;780351;558044;Bella;Farias;1986-10-21;F;754.198.603-84;14697.8;2016-08-25;
2;8;414050;283271;Emanuelly;Moraes;1966-07-31;M;841.235.067-71;1563.77;2021-08-12;
6;1;864829;335473;Stella;Moreira;1974-08-04;F;421.930.876-87;5367.9;2023-06-27;
4;8;204014;912806;Isabel;Moreira;1981-09-24;F;258.061.439-70;3557.25;2016-06-05;
2;1;185328;530960;Isaque;Gomes;1989-12-17;M;809.345.672-47;8585.9;2023-08-18;
2;2;92058;561066;Luiza;Pastor;2003-10-29;F;715.034.826-26;8776.9;2023-06-14;
2;4;815944;697677;Isis;Rios;1985-04-03;F;586.327.194-91;11559.94;2020-02-14;
7;9;408550;17938;Isaque;da Paz;1971-06-07;M;048.539.216-05;16774.69;2018-12-12;
1;3;461896;513710;Thomas;Ribeiro;1960-01-14;M;675.912.384-00;15645.31;2016-08-06;
6;4;713105;697802;Samuel;Rezende;1981-03-25;F;284.679.015-94;14749.41;2020-01-18;
2;5;639484;538147;Ana Júlia;da Rosa;1981-06-22;M;872.394.156-19;18397.55;2021-12-18;
4;1;170163;442318;Manuela;Santos;1959-06-18;M;348.672.519-09;12486.23;2016-06-28;
3;6;663595;491407;Ana Julia;da Cruz;1989-05-18;F;827.569.431-00;2589.21;2023-05-13;2023-10-29
6;2;192111;89302;Bento;Aragão;1998-12-29;F;630.284.157-71;14814.83;2024-05-05;
1;6;246508;680515;Hellena;Nunes;1983-10-17;F;536.804.172-17;14445.48;2024-04-19;
9;5;504799;584449;Milena;Farias;2004-07-05;F;784.316.920-22;7301.08;2016-08-15;
10;1;578776;201522;Matheus;Cavalcante;1992-01-19;F;824.790.153-60;14288.35;2019-12-29;
6;2;889058;995912;Letícia;Fernandes;1968-06-18;M;652.174.930-70;13899.3;2023-12-13;
4;1;371456;4419;Lara;Pires;2002-02-25;F;805.973.162-95;7465.26;2014-11-27;
2;3;75560;686896;Dom;Silva;1963-09-09;F;519.783.602-40;13769.61;2023-05-26;
7;3;87664;821781;Laís;Teixeira;1990-07-19;F;804.231.765-44;6427.42;2023-01-13;
7;1;95159;486790;Sabrina;Azevedo;1965-02-05;M;365.208.971-59;5961.18;2017-10-29;
8;8;251334;424357;Erick;Cardoso;2001-02-11;M;489.765.132-82;10868.62;2015-08-04;
9;6;167198;14924;Anthony Gabriel;da Paz;1986-03-04;F;709.238.564-47;19433.52;2024-05-15;
3;4;927570;668772;Théo;Pires;1988-11-08;F;291.306.475-25;11389.74;2019-10-20;
2;5;996692;602562;Erick;Gonçalves;1977-05-22;M;341.968.075-93;6551.93;2024-09-16;
5;7;970750;901989;Larissa;Dias;1964-11-23;F;380.971.265-59;4717.52;2021-09-20;
4;7;903345;218237;Vitor Gabriel;Cassiano;1960-03-03;F;281.536.704-17;2382.59;2023-07-22;
6;6;137957;633727;Cecilia;Jesus;1999-09-22;F;923.574.180-79;4627.83;2022-09-16;
5;5;479137;771698;Brenda;Sales;1994-06-24;F;623.780.459-56;14207.23;2019-09-02;
5;3;566464;391829;Nathan;Machado;2005-12-18;M;405.278.961-01;15487.18;2016-08-07;
6;4;689715;524208;Antônio;Barbosa;1960-11-13;F;129.034.587-23;2743.03;2017-03-14;
10;4;728143;360254;Eloah;Guerra;1962-05-27;M;172.693.054-80;11624.06;2020-11-05;
2;8;386714;14639;João Pedro;Nogueira;2001-11-02;M;507.239.648-74;15160.0;2019-10-19;
3;9;958744;227822;Lívia;Nogueira;1963-08-09;M;562.170.943-80;9797.82;2024-08-22;
2;4;910963;461411;Maria Isis;Nascimento;1973-11-29;F;128.059.637-68;17705.08;2022-01-13;
10;8;77694;655756;Gabriela;Rios;1969-10-20;F;932.745.106-61;15316.17;2019-01-16;
2;2;639452;891738;Renan;da Paz;1962-07-14;M;127.894.560-11;19905.78;2021-04-22;
10;3;63510;468017;Enzo Gabriel;Monteiro;1996-11-16;M;582.037.946-29;17861.34;2023-09-19;
10;6;428853;341334;Maria Luiza;Gonçalves;1982-01-17;M;026.974.358-83;14303.72;2015-09-29;
5;8;603945;773923;Davi Miguel;Silva;1977-11-05;F;458.716.320-17;17634.56;2021-07-20;
8;9;765502;363301;Igor;Marques;1963-04-08;M;560.972.143-16;17343.76;2024-06-17;
5;2;864068;921087;Rodrigo;Alves;1985-11-18;F;315.027.469-99;18112.47;2022-01-16;
8;9;555553;96912;Mateus;Vasconcelos;1965-09-14;F;389.071.562-12;5318.6;2021-08-06;
6;1;464097;323656;Laís;Vasconcelos;1994-06-20;M;703.516.289-59;17427.78;2020-05-31;
9;9;802397;996381;Daniela;Ribeiro;1964-07-24;F;729.130.548-97;15644.15;2018-01-31;
4;8;112271;451427;Pedro Henrique;Farias;1981-05-27;F;897.156.432-64;17550.68;2021-05-05;
5;3;538605;143227;Sofia;Borges;1993-10-10;F;586.072.941-30;6314.9;2018-04-02;
2;9;275729;68125;Rael;Pacheco;2001-08-30;F;517.234.069-61;19213.42;2016-04-12;
4;2;242602;58140;Oliver;Sá;1971-01-28;M;143.729.685-82;15752.79;2022-12-16;
6;8;359223;202839;Davi Miguel;Teixeira;1991-03-29;M;364.180.275-07;8386.86;2023-03-01;
1;8;172611;914325;Emanuel;Vasconcelos;1995-10-19;F;073.856.129-03;12581.79;2015-04-20;
7;6;967924;877092;Davi;Fonseca;1992-08-11;F;915.806.237-86;3879.82;2022-06-18;
7;1;699208;255162;Elisa;Cirino;1969-04-06;M;413.726.059-16;19683.81;2022-03-13;
3;3;945237;216714;Caleb;Viana;1986-01-10;M;817.256.904-11;12888.57;2016-07-15;
4;9;507230;805911;Lucas Gabriel;Dias;1966-11-19;M;413.856.702-07;5915.21;2023-06-27;
10;2;229558;749552;Liz;da Cruz;1958-11-27;M;356.842.071-62;4663.98;2016-09-27;
8;1;662160;74219;Ísis;Aragão;1966-03-29;F;057.326.948-38;4913.0;2015-04-10;
10;7;575185;695340;Stella;Rocha;2004-07-10;M;873.254.961-09;16185.5;2019-10-17;
7;2;379881;877779;Hadassa;Cunha;1986-03-17;M;152.394.708-04;7494.42;2017-09-16;
7;5;181762;857802;Mathias;Correia;1997-09-12;F;349.751.268-00;17101.6;2018-04-20;
8;9;44252;230518;Ravy;Correia;1967-06-24;M;321.860.754-07;3236.44;2021-05-23;
10;6;507786;727307;Olívia;Dias;1990-06-13;F;234.719.086-50;8859.73;2022-04-18;
4;8;913082;394144;Emilly;Sales;1982-03-31;F;362.175.980-86;14924.97;2019-11-07;
10;6;171480;156708;Mateus;Azevedo;1983-01-13;F;356.207.941-99;19847.28;2022-08-18;
3;5;239067;442673;Allana;Nascimento;2000-02-26;F;832.514.960-42;4202.18;2019-05-02;
7;9;669045;200399;Emilly;Fonseca;1970-01-13;F;097.358.612-59;8171.56;2022-06-29;2024-03-08
5;2;62290;617543;Luiz Fernando;Azevedo;2001-09-06;M;608.579.413-48;12941.37;2023-07-11;
3;6;340324;366187;Marcela;Novais;1969-07-05;M;068.247.391-03;9717.12;2020-08-16;
10;8;356000;764660;Calebe;Casa Grande;1995-06-04;M;628.740.513-90;17300.85;2018-10-13;
7;6;418719;345375;Gabrielly;Macedo;1976-10-14;M;653.071.294-16;11070.95;2015-02-10;
6;4;738856;128791;Heloísa;da Mota;1980-09-27;M;432.815.906-24;16414.87;2018-07-02;2020-09-15
1;1;571795;266802;Guilherme;Lopes;2005-03-06;F;509.687.413-39;18747.33;2017-01-21;
8;2;106475;432744;Henry;Sousa;1961-08-27;M;960.342.578-83;8421.02;2015-09-12;
8;3;871921;129060;Mathias;da Paz;1995-01-03;F;251.684.309-70;18735.69;2018-11-12;
7;8;574855;948666;Luana;Souza;1994-03-10;M;658.412.739-73;2084.28;2024-01-02;
10;8;319442;573440;Ana Liz;Marques;1978-04-20;M;635.102.789-68;12177.7;2015-10-15;
7;3;321266;22961;Allana;Pastor;1961-04-11;M;738.062.915-86;14819.69;2018-06-25;
9;5;273755;777778;Isis;Montenegro;1966-01-18;M;370.169.524-52;18457.8;2016-05-29;
9;3;701260;294658;Levi;Brito;1994-02-01;F;702.613.948-78;15542.76;2015-09-07;
3;1;49493;955670;Luísa;Teixeira;1985-05-05;M;206.957.318-40;8012.92;2024-07-18;
7;6;644777;852991;Anthony Gabriel;Pires;1994-09-17;F;754.329.860-00;9163.64;2021-07-25;
1;1;309801;685243;Yago;Araújo;1984-02-28;M;475.693.018-20;10479.58;2022-04-06;
10;3;762531;957194;Maria;da Mata;1959-07-11;F;763.842.109-40;7074.77;2015-03-08;
10;2;316780;122280;Júlia;Pereira;2002-06-26;F;279.840.153-41;15418.0;2018-08-20;
1;2;489039;386596;Antonella;Ramos;1960-04-04;F;816.405.239-60;11040.75;2016-06-22;
3;8;152962;538511;Josué;Cavalcante;1985-10-15;M;631.504.872-26;17178.45;2023-11-08;
9;1;364638;233670;Cecilia;Siqueira;1988-10-05;F;376.592.180-77;13815.06;2021-09-15;
6;9;906268;977430;Marcos Vinicius;Araújo;1987-08-08;M;713.652.489-09;19731.46;2022-04-11;
5;4;102092;945677;Ana;Nunes;1993-09-25;M;347.826.509-65;13175.41;2015-01-28;
2;4;990273;865997;João Gabriel;da Paz;1987-10-25;M;681.097.352-40;6228.9;2015-02-09;
10;6;760536;817253;Aurora;Vargas;1990-07-27;F;401.987.653-39;9178.21;2021-12-30;
6;6;387369;691671;Kevin;Leão;1987-11-13;M;738.091.465-01;19958.09;2019-06-01;
7;1;120154;631118;Benício;Costa;1970-01-04;F;305.874.196-01;17450.99;2018-05-02;
1;1;416955;649674;Rael;Costela;1974-11-23;F;459.608.721-02;18680.37;2017-07-06;
4;1;581527;368360;Antônio;Vargas;1994-08-20;M;917.862.034-13;18446.69;2017-08-13;
9;6;204704;836910;Eloah;Vasconcelos;1962-02-24;M;208.763.459-92;5295.38;2023-11-06;
1;2;560078;774097;Mathias;Cunha;1962-01-28;M;302.694.781-40;9261.01;2024-03-16;
8;2;356671;507990;Thiago;Castro;1965-03-09;F;306.785.149-84;14773.68;2015-07-27;
6;8;410391;596744;Carolina;Gomes;2003-09-29;M;379.046.152-07;18573.94;2015-01-09;
4;9;257485;886552;Luiz Otávio;Azevedo;1989-11-15;M;735.602.198-68;3394.21;2015-12-23;
2;9;557731;27639;Léo;Montenegro;2001-04-02;F;347.520.891-14;14180.42;2024-07-05;2024-08-13
9;1;907338;804839;Asafe;Macedo;1964-05-09;F;857.423.019-79;6565.21;2015-11-29;
8;9;234382;548272;Felipe;Dias;1961-01-06;F;712.380.569-03;16247.49;2019-12-19;
7;6;369504;48974;Maria Eduarda;Carvalho;1977-02-06;F;083.746.519-20;13812.99;2024-08-20;
8;3;447560;308882;Kamilly;Moura;1963-07-15;M;704.382.619-50;19288.91;2021-08-05;
5;9;681810;202392;Mateus;da Costa;1984-02-13;F;598.027.134-14;15158.6;2021-05-16;
1;2;5990;95701;Ísis;Nogueira;1986-03-12;M;097.813.425-79;10468.08;2024-04-26;
4;6;127567;978226;Oliver;da Cruz;1979-10-11;M;504.639.728-56;9993.36;2023-02-11;
2;3;592706;90566;Nicolas;Pastor;1978-01-18;M;914.620.357-52;3643.4;2021-09-20;
5;6;129916;968039;Igor;Barbosa;1979-06-24;M;031.648.295-15;6523.4;2023-01-28;
5;5;203439;17847;Juan;Lopes;2001-02-13;M;679.304.821-03;14673.69;2018-07-22;
3;9;561892;374133;Maysa;Machado;1961-07-13;F;195.372.860-02;11925.16;2016-03-15;2023-02-27
7;8;202425;566890;Maria Fernanda;Moraes;1995-07-14;M;659.074.831-48;1530.57;2023-03-14;
10;3;646650;937474;Brenda;Pereira;1981-09-17;F;921.738.064-40;13750.7;2020-12-23;
3;6;225779;481799;Murilo;Teixeira;1968-03-06;F;257.401.386-71;10531.35;2024-02-10;
6;2;708658;809414;Isis;Mendonça;2001-04-01;M;673.081.942-13;16817.3;2016-04-07;
7;3;463226;120564;Asafe;Souza;1965-02-23;M;743.528.016-07;6094.42;2019-10-20;2024-02-27
7;4;871422;690723;Allana;Siqueira;1990-12-14;F;043.916.827-96;2528.7;2021-03-29;
3;6;694669;713071;Lara;Pacheco;1963-11-21;M;326.187.490-22;3644.63;2020-06-22;
2;6;135632;335520;Agatha;Farias;1985-10-17;F;396.742.158-91;10961.39;2019-02-22;
5;7;15653;858727;Mariane;da Cruz;1999-11-30;F;938.067.524-00;19741.58;2016-05-05;
9;3;402721;766421;Ana Liz;Castro;2000-04-19;F;469.182.350-60;19800.14;2016-06-13;
1;2;336296;975622;Stella;Gonçalves;1993-11-08;M;073.825.149-60;6942.19;2020-10-31;
9;9;48579;418342;Pedro;Sá;1959-02-17;M;182.796.453-73;4143.28;2016-05-23;
5;9;312453;432938;Aurora;Borges;1984-03-07;F;904.713.825-23;9103.29;2017-03-11;
8;3;574279;374697;Juliana;Ramos;1959-01-24;F;073.265.941-80;15643.78;2021-04-14;
9;7;373003;255152;Vitor;Sales;1987-08-02;M;860.927.135-86;1946.41;2015-09-25;
1;9;313262;852538;Luna;Vieira;1993-09-17;F;258.470.963-56;9741.11;2021-05-09;
2;3;879871;271458;Bella;Rocha;2006-02-18;F;960.513.728-30;18192.02;2019-01-06;
4;3;543234;397475;Lara;Azevedo;1977-07-08;M;846.210.573-08;7246.84;2017-11-08;
7;2;478369;324422;Thomas;Oliveira;1975-12-18;M;592.086.714-02;6519.7;2020-03-29;
9;5;857788;367447;Juan;Fogaça;1997-11-12;M;985.724.360-65;19247.6;2015-11-07;
1;8;845102;750093;Ana Carolina;Farias;1996-11-21;M;203.587.961-21;16072.59;2021-01-23;
8;9;388616;153933;Anna Liz;da Mata;1991-01-06;F;581.946.273-46;9336.11;2021-05-03;
2;9;866156;542612;Pedro Henrique;da Luz;2000-11-04;M;308.694.512-51;14528.22;2024-09-19;
3;6;784561;445780;Vitor;Siqueira;1995-10-18;M;368.940.152-60;5890.85;2020-10-18;
7;4;236952;955608;Vitória;Vasconcelos;1983-01-22;M;386.452.790-29;17934.19;2018-12-07;
7;4;992877;466375;Carolina;Rezende;1977-12-25;M;501.832.496-15;19483.04;2023-09-14;
8;3;367380;773665;Ana Laura;Sá;1987-04-11;M;649.350.728-65;17634.59;2022-02-15;
1;9;782046;829063;Luísa;Casa Grande;1979-04-13;M;675.321.804-17;13052.94;2023-09-28;
10;6;618883;956853;Maria Luiza;Novais;2005-04-27;M;142.076.583-35;15387.33;2015-08-06;
5;5;622494;516264;Agatha;Mendonça;2004-06-02;M;053.978.462-10;15867.4;2018-08-17;
5;2;496066;608463;Lara;da Cruz;1961-09-26;F;260.184.937-13;4106.49;2022-08-22;
6;2;429519;608842;Ana Carolina;Montenegro;1996-12-24;M;524.893.076-65;15664.63;2019-05-24;
3;5;352589;180357;Anthony Gabriel;da Rosa;1971-10-24;M;846.032.791-40;8200.51;2023-12-25;
3;5;955198;21968;Stephany;Cassiano;1963-03-24;F;605.324.819-33;2035.35;2023-08-29;
4;3;580412;287121;Pedro;Sá;1966-11-30;F;298.607.345-00;1875.14;2017-10-25;
10;1;892857;21981;Eloah;Moraes;1981-06-02;M;691.532.487-91;17654.49;2024-02-19;
8;3;567877;555424;Rafaela;Gomes;1993-08-01;M;239.648.157-64;4627.51;2020-11-05;2021-08-30
9;4;508463;240454;Kaique;Moreira;1969-09-29;M;527.368.401-35;3085.01;2018-09-01;
1;9;84678;467027;Maria Alice;da Paz;1969-05-13;F;304.769.281-50;6309.69;2023-03-26;
5;5;957683;722887;Ryan;Peixoto;1997-02-24;M;206.359.841-05;4582.19;2016-05-06;
6;5;992317;492377;Enrico;Carvalho;2003-08-20;F;574.316.298-00;15364.03;2020-12-12;
8;8;992987;247434;Oliver;da Mata;1962-01-02;M;402.967.831-96;9076.4;2021-08-30;
6;2;670954;959995;Olívia;Porto;1965-04-04;F;409.628.573-00;13194.5;2017-11-29;
9;3;90755;995761;Bella;Almeida;2001-04-09;F;691.853.742-37;4643.89;2021-10-22;2023-07-11
8;4;742726;670505;Marina;Rezende;1989-09-27;F;832.019.576-40;1941.42;2023-06-09;
3;9;929801;966172;Camila;das Neves;1966-07-14;F;802.673.149-22;8139.48;2017-03-11;
4;9;950368;433347;João Gabriel;Cassiano;1982-07-18;M;013.245.976-07;12993.83;2022-09-01;
